,Class,SubClass,Name,Type,Item,Content,Rank,Average,123123
13,速食食品,快餐食品,新奥尔良鸡翅(肯德基),维生素,硫胺素(Thiamin),0.05mg,19,0.15mg,
14,速食食品,快餐食品,新奥尔良鸡翅(肯德基),维生素,核黄素(Riboflavin),0.08mg,17,0.15mg,
15,速食食品,快餐食品,新奥尔良鸡翅(肯德基),维生素,烟酸(Niacin),3.41mg,9,2.36mg,
16,速食食品,快餐食品,新奥尔良鸡翅(肯德基),维生素,维生素C(Vitamin C),—,,,
17,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,钙(Ca),13mg,21,61mg,
18,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,磷(P),189mg,4,116mg,
19,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,钾(K),160mg,14,142mg,
20,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,钠(Na),1263.3mg,1,511.7mg,
21,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,镁(Mg),12mg,16,12mg,
22,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,铁(Fe),0.9mg,19,1.8mg,
23,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,锌(Zn),1.39mg,10,1.09mg,
24,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,硒(Se),—,,,
25,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,铜(Cu),0.10mg,5,0.06mg,
26,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,锰(Mn),0.05mg,16,0.14mg,
27,速食食品,快餐食品,新奥尔良鸡翅(肯德基),矿物质,碘(I),—,,,
28,速食食品,快餐食品,新奥尔良鸡翅(肯德基),脂肪酸,饱和脂肪酸(SFA),—,,,
29,速食食品,快餐食品,新奥尔良鸡翅(肯德基),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,速食食品,快餐食品,新奥尔良鸡翅(肯德基),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,速食食品,快餐食品,新奥尔良鸡翅(肯德基),脂肪酸,合计(Total),—,,,
0,坚果、种子类,树坚果,栗子(干),类型,项目,含量,同类排名,同类均值,含量水平
1,坚果、种子类,树坚果,栗子(干),能量与相关成分,食部(Edible),73%,10,64%,
2,坚果、种子类,树坚果,栗子(干),能量与相关成分,水分(Water),13.4g,6,15.7g,
3,坚果、种子类,树坚果,栗子(干),能量与相关成分,能量(Energy),1486kJ,15,2100kJ,
4,坚果、种子类,树坚果,栗子(干),能量与相关成分,蛋白质(Protein),5.3g,16,14.3g,
5,坚果、种子类,树坚果,栗子(干),能量与相关成分,脂肪(Fat),1.7g,16,35.7g,
6,坚果、种子类,树坚果,栗子(干),能量与相关成分,胆固醇(Cholesterol),,,,
7,坚果、种子类,树坚果,栗子(干),能量与相关成分,灰分(Ash),1.2g,16,2.5g,
8,坚果、种子类,树坚果,栗子(干),能量与相关成分,碳水化合物(CHO),78.4g,1,31.8g,
9,坚果、种子类,树坚果,栗子(干),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,坚果、种子类,树坚果,栗子(干),维生素,胡萝卜素(Carotene),30.0μg,8,43.5μg,
11,坚果、种子类,树坚果,栗子(干),维生素,维生素A(Vitamin),,,,
12,坚果、种子类,树坚果,栗子(干),维生素,α-TE,—,,,
13,坚果、种子类,树坚果,栗子(干),维生素,硫胺素(Thiamin),0.08mg,13,0.18mg,
14,坚果、种子类,树坚果,栗子(干),维生素,核黄素(Riboflavin),0.15mg,8,0.27mg,
15,坚果、种子类,树坚果,栗子(干),维生素,烟酸(Niacin),0.80mg,14,1.81mg,
16,坚果、种子类,树坚果,栗子(干),维生素,维生素C(Vitamin C),25.0mg,4,8.6mg,
17,坚果、种子类,树坚果,栗子(干),矿物质,钙(Ca),,,,
18,坚果、种子类,树坚果,栗子(干),矿物质,磷(P),,,,
19,坚果、种子类,树坚果,栗子(干),矿物质,钾(K),,,,
20,坚果、种子类,树坚果,栗子(干),矿物质,钠(Na),8.5mg,10,96.3mg,
21,坚果、种子类,树坚果,栗子(干),矿物质,镁(Mg),56mg,11,141mg,
22,坚果、种子类,树坚果,栗子(干),矿物质,铁(Fe),1.2mg,16,3.5mg,
23,坚果、种子类,树坚果,栗子(干),矿物质,锌(Zn),1.32mg,13,3.44mg,
24,坚果、种子类,树坚果,栗子(干),矿物质,硒(Se),,,,
25,坚果、种子类,树坚果,栗子(干),矿物质,铜(Cu),1.34mg,6,0.99mg,
26,坚果、种子类,树坚果,栗子(干),矿物质,锰(Mn),1.14mg,12,3.95mg,
27,坚果、种子类,树坚果,栗子(干),矿物质,碘(I),,,,
28,坚果、种子类,树坚果,栗子(干),脂肪酸,饱和脂肪酸(SFA),—,,,
29,坚果、种子类,树坚果,栗子(干),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,坚果、种子类,树坚果,栗子(干),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,坚果、种子类,树坚果,栗子(干),脂肪酸,合计(Total),—,,,
0,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),类型,项目,含量,同类排名,同类均值,含量水平
1,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),能量与相关成分,食部(Edible),100%,1,100%,
2,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),能量与相关成分,水分(Water),—,,,
3,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),能量与相关成分,能量(Energy),2280kJ,1,2090kJ,
4,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),能量与相关成分,蛋白质(Protein),11.0g,38,15.5g,
5,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),能量与相关成分,脂肪(Fat),29.0g,1,21.7g,
6,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),能量与相关成分,胆固醇(Cholesterol),—,,,
7,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),能量与相关成分,灰分(Ash),—,,,
8,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),能量与相关成分,碳水化合物(CHO),60.0g,20,60.3g,
9,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),维生素,胡萝卜素(Carotene),—,,,
11,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),维生素,维生素A(Vitamin),—,,,
12,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),维生素,α-TE,—,,,
13,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),维生素,硫胺素(Thiamin),0.39mg,36,0.51mg,
14,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),维生素,核黄素(Riboflavin),0.94mg,15,0.83mg,
15,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),维生素,烟酸(Niacin),6.30mg,5,4.83mg,
16,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),维生素,维生素C(Vitamin C),59.0mg,27,63.8mg,
17,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,钙(Ca),350mg,41,574mg,
18,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,磷(P),230mg,35,403mg,
19,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,钾(K),590mg,32,730mg,
20,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,钠(Na),140.0mg,39,228.1mg,
21,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,镁(Mg),42mg,37,56mg,
22,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,铁(Fe),9.4mg,3,7.8mg,
23,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,锌(Zn),3.00mg,43,5.16mg,
24,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,硒(Se),—,,,
25,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,铜(Cu),0.33mg,26,0.38mg,
26,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,锰(Mn),0.06mg,22,0.16mg,
27,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),矿物质,碘(I),79.0μg,25,72.6μg,
28,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),脂肪酸,饱和脂肪酸(SFA),—,,,
29,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿，美赞臣),脂肪酸,合计(Total),—,,,
0,鱼虾蟹贝类,鱼,白条鱼(裸鱼),类型,项目,含量,同类排名,同类均值,含量水平
1,鱼虾蟹贝类,鱼,白条鱼(裸鱼),能量与相关成分,食部(Edible),59%,66,74%,
2,鱼虾蟹贝类,鱼,白条鱼(裸鱼),能量与相关成分,水分(Water),76.8g,21,67.0g,
3,鱼虾蟹贝类,鱼,白条鱼(裸鱼),能量与相关成分,能量(Energy),432kJ,67,720kJ,
4,鱼虾蟹贝类,鱼,白条鱼(裸鱼),能量与相关成分,蛋白质(Protein),16.6g,71,19.4g,
5,鱼虾蟹贝类,鱼,白条鱼(裸鱼),能量与相关成分,脂肪(Fat),3.3g,54,9.1g,
6,鱼虾蟹贝类,鱼,白条鱼(裸鱼),能量与相关成分,胆固醇(Cholesterol),129mg,8,82mg,
7,鱼虾蟹贝类,鱼,白条鱼(裸鱼),能量与相关成分,灰分(Ash),1.7g,18,1.7g,
8,鱼虾蟹贝类,鱼,白条鱼(裸鱼),能量与相关成分,碳水化合物(CHO),1.6g,34,3.0g,
9,鱼虾蟹贝类,鱼,白条鱼(裸鱼),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,鱼虾蟹贝类,鱼,白条鱼(裸鱼),维生素,胡萝卜素(Carotene),,,,
11,鱼虾蟹贝类,鱼,白条鱼(裸鱼),维生素,维生素A(Vitamin),11.0μg,33,15.3μg,
12,鱼虾蟹贝类,鱼,白条鱼(裸鱼),维生素,α-TE,—,,,
13,鱼虾蟹贝类,鱼,白条鱼(裸鱼),维生素,硫胺素(Thiamin),,,,
14,鱼虾蟹贝类,鱼,白条鱼(裸鱼),维生素,核黄素(Riboflavin),0.07mg,45,0.14mg,
15,鱼虾蟹贝类,鱼,白条鱼(裸鱼),维生素,烟酸(Niacin),1.90mg,65,3.43mg,
16,鱼虾蟹贝类,鱼,白条鱼(裸鱼),维生素,维生素C(Vitamin C),,,,
17,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,钙(Ca),58mg,32,83mg,
18,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,磷(P),224mg,31,224mg,
19,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,钾(K),331mg,22,280mg,
20,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,钠(Na),68.0mg,57,236.7mg,
21,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,镁(Mg),13mg,82,30mg,
22,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,铁(Fe),1.7mg,28,1.6mg,
23,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,锌(Zn),3.22mg,2,1.20mg,
24,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,硒(Se),12.00μg,72,31.24μg,
25,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,铜(Cu),0.16mg,9,0.08mg,
26,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,锰(Mn),0.03mg,58,0.19mg,
27,鱼虾蟹贝类,鱼,白条鱼(裸鱼),矿物质,碘(I),,,,
28,鱼虾蟹贝类,鱼,白条鱼(裸鱼),脂肪酸,饱和脂肪酸(SFA),76.2%,1,27.0%,
29,鱼虾蟹贝类,鱼,白条鱼(裸鱼),脂肪酸,单不饱和脂肪酸(MUFA),3.9%,71,30.1%,
30,鱼虾蟹贝类,鱼,白条鱼(裸鱼),脂肪酸,多不饱和脂肪酸(PUFA),15.6%,53,19.2%,
31,鱼虾蟹贝类,鱼,白条鱼(裸鱼),脂肪酸,合计(Total),95.7%,31,76.4%,
0,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),类型,项目,含量,同类排名,同类均值,含量水平
1,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),能量与相关成分,食部(Edible),100%,1,100%,
2,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),能量与相关成分,水分(Water),90.9g,3,88.7g,
3,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),能量与相关成分,能量(Energy),153kJ,11,194kJ,
4,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),能量与相关成分,蛋白质(Protein),0.3g,7,0.4g,
5,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),能量与相关成分,脂肪(Fat),0.2g,4,0.3g,
6,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),能量与相关成分,胆固醇(Cholesterol),—,,,
7,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),能量与相关成分,灰分(Ash),0.3g,3,0.2g,
8,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),能量与相关成分,碳水化合物(CHO),8.3g,10,10.5g,
9,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),能量与相关成分,总膳食纤维(Dietary fiber),0.10g,5,0.1g,
10,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),维生素,胡萝卜素(Carotene),Tr,,,
11,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),维生素,维生素A(Vitamin),0.0μg,1,0.0μg,
12,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),维生素,α-TE,—,,,
13,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),维生素,硫胺素(Thiamin),0.05mg,2,0.02mg,
14,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),维生素,核黄素(Riboflavin),0.01mg,3,0.01mg,
15,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),维生素,烟酸(Niacin),Tr,,,
16,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),维生素,维生素C(Vitamin C),Tr,,,
17,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,钙(Ca),20mg,1,8mg,
18,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,磷(P),6mg,8,9mg,
19,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,钾(K),196mg,1,91mg,
20,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,钠(Na),8.3mg,5,5.5mg,
21,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,镁(Mg),19mg,1,6mg,
22,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,铁(Fe),0.1mg,4,0.2mg,
23,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,锌(Zn),0.09mg,2,0.12mg,
24,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,硒(Se),0.30μg,2,0.09μg,
25,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,铜(Cu),0.03mg,2,0.03mg,
26,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,锰(Mn),2.14mg,1,0.26mg,
27,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),矿物质,碘(I),4.7μg,1,0.8μg,
28,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),脂肪酸,饱和脂肪酸(SFA),48.4%,2,13.1%,
29,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),脂肪酸,单不饱和脂肪酸(MUFA),Tr,,,
30,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),脂肪酸,多不饱和脂肪酸(PUFA),51.4%,2,8.4%,
31,饮料类,果汁及果汁饮料,菠萝汁饮料(大湖牌),脂肪酸,合计(Total),99.8%,3,23.2%,
0,坚果、种子类,树坚果,白果(干)[银杏],类型,项目,含量,同类排名,同类均值,含量水平
1,坚果、种子类,树坚果,白果(干)[银杏],能量与相关成分,食部(Edible),67%,12,64%,
2,坚果、种子类,树坚果,白果(干)[银杏],能量与相关成分,水分(Water),9.9g,7,15.7g,
3,坚果、种子类,树坚果,白果(干)[银杏],能量与相关成分,能量(Energy),1507kJ,14,2100kJ,
4,坚果、种子类,树坚果,白果(干)[银杏],能量与相关成分,蛋白质(Protein),13.2g,12,14.3g,
5,坚果、种子类,树坚果,白果(干)[银杏],能量与相关成分,脂肪(Fat),1.3g,18,35.7g,
6,坚果、种子类,树坚果,白果(干)[银杏],能量与相关成分,胆固醇(Cholesterol),,,,
7,坚果、种子类,树坚果,白果(干)[银杏],能量与相关成分,灰分(Ash),3.0g,7,2.5g,
8,坚果、种子类,树坚果,白果(干)[银杏],能量与相关成分,碳水化合物(CHO),72.6g,2,31.8g,
9,坚果、种子类,树坚果,白果(干)[银杏],能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,坚果、种子类,树坚果,白果(干)[银杏],维生素,胡萝卜素(Carotene),,,,
11,坚果、种子类,树坚果,白果(干)[银杏],维生素,维生素A(Vitamin),,,,
12,坚果、种子类,树坚果,白果(干)[银杏],维生素,α-TE,—,,,
13,坚果、种子类,树坚果,白果(干)[银杏],维生素,硫胺素(Thiamin),,,,
14,坚果、种子类,树坚果,白果(干)[银杏],维生素,核黄素(Riboflavin),0.10mg,15,0.27mg,
15,坚果、种子类,树坚果,白果(干)[银杏],维生素,烟酸(Niacin),,,,
16,坚果、种子类,树坚果,白果(干)[银杏],维生素,维生素C(Vitamin C),,,,
17,坚果、种子类,树坚果,白果(干)[银杏],矿物质,钙(Ca),54mg,12,102mg,
18,坚果、种子类,树坚果,白果(干)[银杏],矿物质,磷(P),23mg,17,236mg,
19,坚果、种子类,树坚果,白果(干)[银杏],矿物质,钾(K),17mg,15,323mg,
20,坚果、种子类,树坚果,白果(干)[银杏],矿物质,钠(Na),17.5mg,6,96.3mg,
21,坚果、种子类,树坚果,白果(干)[银杏],矿物质,镁(Mg),,,,
22,坚果、种子类,树坚果,白果(干)[银杏],矿物质,铁(Fe),0.2mg,19,3.5mg,
23,坚果、种子类,树坚果,白果(干)[银杏],矿物质,锌(Zn),0.69mg,14,3.44mg,
24,坚果、种子类,树坚果,白果(干)[银杏],矿物质,硒(Se),14.50μg,4,6.00μg,
25,坚果、种子类,树坚果,白果(干)[银杏],矿物质,铜(Cu),0.45mg,13,0.99mg,
26,坚果、种子类,树坚果,白果(干)[银杏],矿物质,锰(Mn),2.03mg,8,3.95mg,
27,坚果、种子类,树坚果,白果(干)[银杏],矿物质,碘(I),,,,
28,坚果、种子类,树坚果,白果(干)[银杏],脂肪酸,饱和脂肪酸(SFA),—,,,
29,坚果、种子类,树坚果,白果(干)[银杏],脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,坚果、种子类,树坚果,白果(干)[银杏],脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,坚果、种子类,树坚果,白果(干)[银杏],脂肪酸,合计(Total),—,,,
0,小吃、甜饼,小吃,炒肝,类型,项目,含量,同类排名,同类均值,含量水平
1,小吃、甜饼,小吃,炒肝,能量与相关成分,食部(Edible),100%,1,100%,
2,小吃、甜饼,小吃,炒肝,能量与相关成分,水分(Water),84.8g,3,46.6g,
3,小吃、甜饼,小吃,炒肝,能量与相关成分,能量(Energy),400kJ,26,1015kJ,
4,小吃、甜饼,小吃,炒肝,能量与相关成分,蛋白质(Protein),2.8g,22,6.0g,
5,小吃、甜饼,小吃,炒肝,能量与相关成分,脂肪(Fat),8.0g,10,6.6g,
6,小吃、甜饼,小吃,炒肝,能量与相关成分,胆固醇(Cholesterol),91mg,2,9mg,
7,小吃、甜饼,小吃,炒肝,能量与相关成分,灰分(Ash),1.1g,13,1.3g,
8,小吃、甜饼,小吃,炒肝,能量与相关成分,碳水化合物(CHO),3.3g,28,39.6g,
9,小吃、甜饼,小吃,炒肝,能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,小吃、甜饼,小吃,炒肝,维生素,胡萝卜素(Carotene),,,,
11,小吃、甜饼,小吃,炒肝,维生素,维生素A(Vitamin),150.0μg,1,5.6μg,
12,小吃、甜饼,小吃,炒肝,维生素,α-TE,—,,,
13,小吃、甜饼,小吃,炒肝,维生素,硫胺素(Thiamin),0.01mg,20,0.05mg,
14,小吃、甜饼,小吃,炒肝,维生素,核黄素(Riboflavin),0.02mg,17,0.05mg,
15,小吃、甜饼,小吃,炒肝,维生素,烟酸(Niacin),2.10mg,5,1.33mg,
16,小吃、甜饼,小吃,炒肝,维生素,维生素C(Vitamin C),,,,
17,小吃、甜饼,小吃,炒肝,矿物质,钙(Ca),22mg,16,45mg,
18,小吃、甜饼,小吃,炒肝,矿物质,磷(P),28mg,25,95mg,
19,小吃、甜饼,小吃,炒肝,矿物质,钾(K),27mg,23,104mg,
20,小吃、甜饼,小吃,炒肝,矿物质,钠(Na),259.6mg,8,193.3mg,
21,小吃、甜饼,小吃,炒肝,矿物质,镁(Mg),14mg,21,35mg,
22,小吃、甜饼,小吃,炒肝,矿物质,铁(Fe),2.9mg,11,3.6mg,
23,小吃、甜饼,小吃,炒肝,矿物质,锌(Zn),0.56mg,18,1.36mg,
24,小吃、甜饼,小吃,炒肝,矿物质,硒(Se),0.40μg,27,4.28μg,
25,小吃、甜饼,小吃,炒肝,矿物质,铜(Cu),0.03mg,28,0.43mg,
26,小吃、甜饼,小吃,炒肝,矿物质,锰(Mn),0.09mg,26,0.37mg,
27,小吃、甜饼,小吃,炒肝,矿物质,碘(I),,,,
28,小吃、甜饼,小吃,炒肝,脂肪酸,饱和脂肪酸(SFA),49.9%,1,8.3%,
29,小吃、甜饼,小吃,炒肝,脂肪酸,单不饱和脂肪酸(MUFA),39.4%,4,8.0%,
30,小吃、甜饼,小吃,炒肝,脂肪酸,多不饱和脂肪酸(PUFA),10.8%,5,4.4%,
31,小吃、甜饼,小吃,炒肝,脂肪酸,合计(Total),100.1%,1,20.7%,
0,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),类型,项目,含量,同类排名,同类均值,含量水平
1,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),能量与相关成分,食部(Edible),95%,4,90%,
2,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),能量与相关成分,水分(Water),93.4g,5,90.3g,
3,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),能量与相关成分,能量(Energy),104kJ,10,156kJ,
4,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),能量与相关成分,蛋白质(Protein),0.9g,11,1.1g,
5,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),能量与相关成分,脂肪(Fat),0.1g,8,0.1g,
6,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),能量与相关成分,胆固醇(Cholesterol),,,,
7,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),能量与相关成分,灰分(Ash),0.6g,9,0.7g,
8,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),能量与相关成分,碳水化合物(CHO),5.0g,10,7.7g,
9,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),维生素,胡萝卜素(Carotene),20.0μg,6,615.7μg,
11,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),维生素,维生素A(Vitamin),,,,
12,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),维生素,α-TE,—,,,
13,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),维生素,硫胺素(Thiamin),0.02mg,10,0.03mg,
14,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),维生素,核黄素(Riboflavin),0.03mg,8,0.03mg,
15,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),维生素,烟酸(Niacin),0.30mg,7,0.29mg,
16,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),维生素,维生素C(Vitamin C),21.0mg,7,20.6mg,
17,蔬菜类及制品,根菜类,白萝卜[莱菔](鲜),矿物质,钙(Ca),36mg,7,38mg,
